text,tweet_ids,sentiment1
@jmschumey BBM Duterte sa election 2022 Tayo.,['1441199816634036234'],2
"@Shinra 24 @ferdie @DarnaImpakta @galerski13 I don't understand the fascination with communists. Galit Kay Cory and Pnoy ang mga leftists. Nung inindorso ni Cory c Ramos, Kay salonga cla. Nung Panahon ni Pnoy, Kay Villar cla. Last election, Kay Duterte cla. So kung titingnan mo, anti yellow cla.",['1448222617928814599'],2
"@AtengSharlene @carloshconde Apparently, in 2016, handang sumailalim si BBM sa drug test bilang tugon sa hamon ni Senadora Grace Poe, pero tumanggi si Mar Roxas. 2017, binanatan ni PRRD si BBM sa kasagsagan ng election protest ng huli.",['1461722706269786112'],2
@AMehulio @News5PH Galit sya kasi hindi siya sinuportahan noong eleksyon. Malalim ang istorya nyan. Ang pobreng may ari pumunta na lang abroad at ibinenta ang factory.,['1511737406348619776'],2
galit si padre damaso kasi wala siya sa kabisera [LINK],['1510587238563803137'],2
Gigil pa rin si Commission on Elections Comelec commissioner Rowena Guanzon sa abogado ng Partido Federal ng Pilipinas PFP ngayong Sabado kung saan hinamon pa niya ito ng suntukan. [LINK] #TunayNaTabloidista #AbanteNews,['1487356472128270339'],2
woman pouting medium skin tone purple heart #LeniKiko2022 News purple heart woman superhero medium skin tone COMELEC tinawag na fake news ang kumalat na disqualified si Vice President Leni Robredo Bombo Network News [LINK],['1449944225391398914'],2
"2 days nalang election day na, may friend ako na sinabihan ako ng please do research""so okay bigla ako napaisip na what if tomorrow pagkatapos ng fiesta namin ay magresearch ako para makita at malaman ko yung mga nakikita ng supporters ni leni tungkol sa kanya.",['1522807753718517760'],2
Tumanggi ang COMELEC na kilalanin ang petisyon na ideklarang nuisance candidate si presidential aspirant Ferdinand Bongbong Marcos Jr. Kasalukuyan din ang pagresolba sa anim pang kaso na isinampa laban kay BBM. [LINK],['1472069509338959875'],2
COMELEC Chairman na siya at the same time pwede na rin siyang mag provincial director ng pulis dahil wala talaga siyang takot makipagbanggaan.''Dela Rosa concluded his endorsement with the following remarks''Gusto ko lang ipaalam sa Committee na ito na hindi masasayang yung,['1487101900697006081'],2
"@DrGugu WNcube @EddieMbambande @CCCZimbabwe @zanupf patriots @DMwonzora @brown gugu Ngikhulele eNkayi 1991 saya Binga then Nyathi,so l know why emakhaya liwina l have a grandmother who never supported Zanupf but she made sure she keeps Zanupf cards and vote for Zanu incase lingathutsha litshise umuzi ngoba lake lakwenza. free and fair election lakusasa aliwini",['1508508603988197388'],2
BBM VLOG #149 Hinarang na Ebidensya VP Election Protest Bongbong Ma. [LINK] via @YouTube #BBM2022 #PresidentBBM,['1449933560945598468'],2
@rowena guanzon @bcdefghijken @COMELEC Baka takot lang humarap,['1479281978667012098'],2
Matula on his inclusion in Robredo s Senate slate Ito ay tanda na seryoso si VP Leni na bitbitin at isulong ang laban ng manggagawa at ng batayang sektor sa darating na halalan. @cnnphilippines [LINK],['1451467481176965126'],2
@amitmalviya @murli dhar isko itana retweet kariye ki Mrs Vadra ka yeh sawal election tak peechha na chhore,['1450403601512157186'],2
nawala antok ko. I thought I lost my comelec acknowledgement receipt. I got an update about my national i.d kasi kaya bigla kong naalala. nakalkal ko tuloy yung attache case ko ng di oras.,['1518643710879100928'],2
"I may be wrong, pero for the past 6 years parang si Leni lang naman ang napupunta sa mga nasalantang lugar ng bagyo o kung anuman para tumulong. Yung iba kapag eleksyon lang talaga. Lalo na si Bongbong.",['1473122123400896512'],2
Ito ang pahayag ng ating mahal na BBM sa panayam sa DWIZ na walang makakapigil sa kanyang kandidatura sa pagka-Pangulo sa Eleksyon 2022 at sa pagseserbisyo sa publiko sa kabila ng kaliwa't kanang pambabatikos sa kanya. #Eleksyon2022 #BBMSARA2022 [LINK],['1472381739284987908'],2
"Sa mga magpapatakbo ng kampanya ni VP Leni, pag-aralan niyo kung paano nanalo si Gov. Newsom sa recall election sa California. Mabisang naratibong aral at suri.",['1437985152752250893'],2
"Pacquiao Libreng bahay Isko Libreng dialysis Libreng heart operation Libre lang ang mangako kapag malapit na ang election. Libreng kape, meron ba? Good morning! hot beverage",['1440812835399876618'],2
"after namin sa comelec office kanina nagsabi ako kay benjoven na nauuhaw ako, sabay dinala ako sa nessasytea magmilktea daw kami, bigla naman nagbago ang isip, sabi ko bakit? magaling daw akong nakapag milktea, e ang mga kasama ko daw sa bakwitan? wahahahaha oo nga naman.",['1512061806965305345'],2
Handa si Vice President Leni Robredo na makipag-alyansa sa sinumang kandidato ng oposisyon upang makabuo ng puwersa na tatalo sa presidential candidate ng administrasyon sa Halalan 2022. [LINK] #NewskoNews @lenirobredo,['1474054694909612032'],2
@gmanews Smart matic beat him weary face wag kame bbm binoto ng pinsan ko binan laguna pag labas ng print out blanko galit pa election officer ng nagreklamo pinsan ko wag kameh! Oi!,['1456792731070582787'],2
"Siguro tumagal din ng 7-10mins yung pag-uusap namin habang kumakain ng balot, tapos bigla niyang tinawag yung asawa niya, sabay sabi ang iboboto natin sa eleksyon si Leni at Kiko ah kasi madaming nagawa at hindi sila kurap, hindi magnanakaw.",['1518757852029939715'],2
"Walang takot na isiniwalat ng tinaguriang Comelec 35 ang lantarang pagmamanipula ng resulta sa ginawang snap election noong Pebrero 9, 1986. Ayon sa kanila, umalis dahil nasaksihan nila ang malaking pagkakaiba ng resulta sa pagitan ng computer tabulation at tally board. -",['1496304114820648964'],2
"Unless the campaign team plans to heavily bank on""Leni""alone - in materials and in the ballot. Last year,""Daang Matuwid""ang official nickname niya na ginamit sa COC at sa balota. Mas may recall, so I assume na mas nakahimok pa ng boto sa mismong araw ng eleksyon.",['1449397328087961603'],2
ABSCBNNews RT @jauhnetienne NAG-IIYAKAN KAMI SA TUWA. Nurses United party-list 1st Nominee Maristela Abenojar says elated by Comelec s registration grant following weeks of distress pending their appeal. [LINK] [LINK],['1465236052130648064'],2
"DQ ni BBM binasura ng COMELEC, Danilo Lihaylihay Petition tinawag na wal. [LINK] via @YouTube",['1472883960191791106'],2
@RaulletteSays ganyan din naman dati nung 2016 election. kulelat si leni pero sya pa din nanalo. antay na lang tayo sa debate. dun magkakaalaman lalo na about sa issue ng WPS at War on Drugs.,['1461597187435941888'],2
Required ba talaga mag away pag hindi kayo parehas ng iboboto sa eleksyon? #LetLeniLead2022 #BBMIsMyPresident2022 #Pacquiao #Isko #LacsonSotto2022,['1461117758519726082'],2
"1Sambayan sees VP Leni, Isko as possible standard bearer in Eleksyon 2022, says Etta [LINK] [LINK]",['1439915021195116546'],2
Hindi pa nakatanggap ng kanilang balota ang ilang mga botanteng Pinoy sa Tokyo kaya nagdagsaan ang mga ito sa Embahada ng Pilipinas dahil sa takot na hindi makaboto matapos ang apat na araw bago ang eleksyon [LINK],['1522433192179146753'],2
@datumx11 Galit po kasi sila kay former Comelec Comm. @rowena guanzon kaya pati mga PWD na gustong i-represent ni Comm. ay idinadamay. Let s make sure makapasok ang PWD as partylist.,['1514946321567920132'],2
"Ang isa sa mga pelikulang nami-miss ko sa Cinemo e iyong Balimbing ni Dolphy. Captured talaga mga nangyayari sa halalan sa Pinas. Parody, sure, pero iyong katotohanan ang nagpalakas ng tawa ko.",['1453375835029663751'],2
Naglabas ng saloobin ang singer-actress na si Kuh Ledesma sa pagkatalo nina Vice President Leni Robredo at Sen. Kiko Pangilinan sa nakaraang halalan sa pamamagitan ng social media. [LINK],['1528611001037647872'],2
"Sen. Manny Pacquiao, tinanggap na ang nominasyon ng PDP-Laban bilang presidential candidate ng partido para sa darating na eleksyon. Para sa iba pang detalye bisitahin ang [LINK] #NET25 #Halalan2022 [LINK] [LINK]",['1439554446548250627'],2
Ok random kwento. So may election kami kanina tapos kasi walang nagsasalita then out of nowhere tinanong nung teacher namin sa isang naming classmate kung siya ba yung nasa profile niya nung bata siya eh gorl meme kasi yon so tumawa ko eh ang tawa ko pa eh parang naghihingalo loudly crying face,['1443870872331161604'],2
1 1 Nakahanda si Vice President Leni Robredo na makipagpulong kina Manila Mayor Isko Moreno at Sen. Manny Pacquiao hinggil sa kung ano ang balak ng oposisyon sa Halalan 2022. [LINK],['1439402066422611972'],2
Walang puso'Nurses United party-list sumabog ang galit sa Comelec [LINK],['1467863726799745030'],2
"Nakahanda si VP Leni Robredo na muling kaharapin sa eleksyon si dating Sen. Bongbong Marcos. Sinabi ni Robredo na kung sakaling siya ang piliin ng unity ticket ng oposisyon sa pagtakbo bilang presidente, handa siyang maka-one-on-one muli si Marcos. #TheChronicle #YourNewsNOW [LINK]",['1439471829702246403'],2
BBM sa pagbasura ng COMELEC sa petisyon sa kanya bilang nuisance candidate Mahirap naman seryosohin na hindi ako tunay na kandidato. Alam ko naman na natural na nangyayari'yan kapag eleksyon.,['1472095955814023169'],2
@IMEMINE95132471 Totoo ba na ang Cebu ay Sara pero last election ay Leni cla?,['1449724726398443526'],2
"ayan, moon in leo pa tatapat ang eleksyon bukod sa mercury retrograde. leo is a fire sign na ggss. so expect na natin na lahat ng tao from all parties ay galit at iisipin tama sila. mercury is the planet of communication and technology. so lots of miscomm and machine glitches. [LINK]",['1523195301435441152'],2
"Ang isa pang puwedeng imungkahi ni VP Leni habang hindi pa puwede ang buong Pederalismo at ayaw niyang magpaasa lang ay ang regionalization ng Senate Election. Sa Pederalismong presidential,'yan din naman ang gagawin. Magkakaroon pa ng rason na hatiin ang mga malalaking rehiyon.",['1450731256124043274'],2
"YES 1SKO o Young Entrepreneurs Supporting 1SKO, nanawagan na lumaban na si Manila Mayor Isko Moreno, bilang Presidente sa susunod na halalan. Ayon grupo si Moreno ay may mahusay na Track Record para patakbuhin ang bansa sa gitna ng pandemia @News5PH @onenewsph",['1438691520991793155'],2
matatapos na bigla ang pandemya sa pinas dahil kampanya at eleksyon na sa susunod na taon [LINK],['1439538738321711105'],2
@Richeydarian kung RCV ang Election 1st Choice ko Lacson then Moreno or vice-versa,['1440564445218959367'],2
@LakasNgTimog @ogie rosa di ba paramihan nman ng boto ang eleksyon? kng maraming boboto sa kandidato sya yung mananalo? nalito ako bigla! hehe,['1444201408492814339'],2
#FactCheck Tinawag ni Comelec Spokesperson James Jimenez na fake news ang sabi-sabing ito. #PHVote #WeDecide [LINK],['1451124986815696898'],2
@CarlosAlmedaCo1 Tahimik po mga BBM supporters kc ayaw nilang makisawsaw sa mga wlang ka kwenta kwentang issue na paulit ulit nlang umay na kumbaga.s eleksyon nlang magkaalaman kesa pumatol pa,['1461873280009203715'],2
"Pagpupumilit ng Comelec na gamitin ang Smartmatic, kamangha-mangha 21 Minutos Mas o Menos Balita at Talakayan Sa Totoo Lang 26 April 2022 [LINK] via @YouTube [LINK]",['1519462237769203717'],2
@rhlmn What if naka register na si ronin sa comelec iboto kaya niya si leni?,['1449712221987033088'],2
"@GrowlHarhar Di kaya inuunahan na ni Du30 ang oposition para pagdating nga kampanya wala nang maibatong putik ang mga kalaban? Mahirap din kasi kung example, ilang days bago ang eleksyon ay ibato ng mga kalaban ang mga issue na yan. Wala nang panahon si BBM na linisin ang pangalan.",['1461929794724114433'],2
Comelec pinasasagot si Pacquiao sa paratang ng Cusi faction [LINK] #TunayNaTabloidista #AbanteNews @MannyPacquiao,['1440939180809277442'],2
"VIDEO Manila Mayor Isko Moreno tatakbo sa pagkaPangulo sa Eleksyon 2022 Doc Willie Ong, running mate niya [LINK] [LINK]",['1440687476096442383'],2
"COMELEC, ibinasura ang petisyon na ideklarang nuisance candidate si BBM [LINK]",['1472760508667232256'],2
"Ayon sa COMELEC, maaari pang makaboto ang mga nakapila na, pero kailangang ilagay ang kanilang balota sa COMELEC black box. Pero marami sa kanila ang tutol dito dahil daw sa takot na magkaroon ng ballot switching. Alamin ang detalye sa video. #Eleksyon2022",['1523566929956732928'],2
"Walang takot na isiniwalat ng tinaguriang Comelec 35 ang lantarang pagmamanipula ng resulta sa ginawang snap election noong Pebrero 9, 1986. Ayon sa kanila, umalis dahil nasaksihan nila ang malaking pagkakaiba ng resulta sa pagitan ng computer tabulation at tally board.",['1496398256175210502'],2
"@tubalinal c @Mang INASAR Pwede rin kasing takot. Inamin naman nya eh""yung sa mga mayor akin yan"". Lalantad lang yang mga yan kapag malapit na eleksyon at sobrang ingay na ng mga #KakamPinks",['1458611459387056128'],2
"Meron bang bumuoto kay Leni bilang VP last election na boboto pa ng ibang candidate sa 2022? Kung ikaw ang taong tipongg boboto ng katulad ni Leni bilang pangulo, may iba ka pa bang iboboto bilang VP bukod kay Kiko?",['1449736598719848449'],2
Naglabas ng saloobin ang singer-actress na si Kuh Ledesma sa pagkatalo nina Vice President Leni Robredo at Sen. Kiko Pangilinan sa nakaraang halalan sa pamamagitan ng social media. [LINK],['1529146514148319232'],2
"Bagamat nauunawaan ni VP Leni Robredo na may deadline din ang preparasyon sa automated elections, nanawagan siya sa COMELEC na kung maaari ay palawigin pa ng isang buwan ang voter registration upang makahabol ang hindi pa rehistrado. #TheChronicle #YourNewsNOW #MagparehistroKa [LINK]",['1439773434171432960'],2
"I voted PRRD last election 2016 pero hindi lahat ng sinasabi niya ay naniniwala ako. Una yong idinawit niya si HIDILYN DIAZ sa Drug Matrix na kong saan walang patunay, Pangalawa ngayong idinadawit niya si BBM.",['1461901025774739460'],2
"@ChairAndyBau, may hard evidence po ba kayo? Paki present po. Kayong dalawa ni Guanzon ay nasa Comelec nung biglang natalo si BBM by a very close margin, at galit na galit pala kayo kay BBM, hindi po ba ito maituturing na circumstantial evidence na may dayaan noong 2016 VP race? [LINK]",['1525313109921271808'],2
Wala umanong katotohanan ang kumakalat na video sa social media na disqualified na sa 2022 elections ang presidential aspirant na si Bise Presidente Leni Robredo. [LINK] #TunayNaTabloidista #AbanteNews @lenirobredo,['1449722203621105664'],2
"Buo na talaga loob ko na mag gala before election Baka raw kasi bigla mag lockdown, huwag naman sanaaaaa Keep safe, everyone.",['1519813553171369984'],2
"Petisyon para mailabas ang BIR records ni BBM, ibinasura ng COMELEC #Breaktime #SamSamaTayoPilipino",['1471393775792492544'],2
"Lahat tayo, takot manakawan. Ngunit, tuwing eleksyon, may binoboto tayong magnanakaw""- Ping Lacson",['1489409659169832966'],2
@MissBlossom127 ilang porsiyento lang ang galit kay PFEM noon base sa total population maybe less than 3 lang noon at siya p nga ang nanalo sa snap election noon,['1514585766176849926'],2
#himayan2022 The junked Lihaylihay Petition vs BBM #himayan2022 The junked Lihaylihay Petition vs BBM Himayin natin yung isa sa binasurang DQ petition sa Comelec. [LINK],['1472568664587214850'],2
"Limang petisyon ang inihain sa Comelec para madisqualify si BBM sa darating na halalan pero bago pa man ito ay naging bise-gobernador,gobernador, Senador at nakatakbo pang bise-presidente? Bakit ngayon lang? #BBM2022 [LINK]",['1461848510282616832'],2
1 2 Nagkaroon ng meeting ang Partido Reporma at Partido ng Demokratikong Pilipino-Laban s PDP-Laban faction ni Sen. Manny Pacquiao upang pag-usapan ang posibleng pagsasanib-puwersa ng dalawang partido para sa 2022 election. [LINK],['1438740758715011073'],2
"Malapit na eleksyon, stuck between BBM or LENI? Sino kaya maiboto thinking face",['1472594200151556097'],2
"Need natin ng support here sa Rizal specifically here in Antip. Last election, ang laki ng gap ni bbm kay vp leni.",['1462293750315581443'],2
Gusto mo bang tumakbong Pangulo si Leni Robredo sa Halalan 2022? #MangInasarPoll #LeniRobredo2022 #LabanLeni #LabanLeni2022 #BongbongMarcos #IskoMoreno #MannyPacquiao #Duterte #IndaySara #SaraDuterte #Trillanes #DeLima #ChelDiokno,['1441266185736114180'],2
Pursigido si Partido Reporma presidential candidate Senador Panfilo Ping Lacson na walisin ang kotong sa gobyerno sakaling siya ang mahalal na susunod na lider ng bansa sa halalan sa Mayo 2022. [LINK] #TunayNaTabloidista #ToniteNews @iampinglacson,['1471283941650755589'],2
"Taga-Bicol daw siya at uuwi siya sa election day to vote for Leni. Sabi niya kahit di rin daw niya naabutan ML, alam naman daw niya kahit papano magbasa at mangilatis sa social media at internet kung anong fake or kung anong totoong kwento.",['1462640538516332545'],2
@thaysky1 nung meeting lg namin ko nalaman na maka leni sila . Dun tinackle ng manager namin about election eh. Busy ksi ate. hehe,['1450783571145158661'],2
"Me Aalis ako mamaya ah, pupunta ako ng Caravan ni Leni Her Hindi naman tayo bibigyan niyan, pagod lang. That's the point. Bakit ako boboto sa kandidatong bibigyan ako ng pera sa eleksyon kung hindi niya naman kayang panindigan yung mga pangako at plataporma niya.",['1463681670780170240'],2
#FactCheck Tinawag ni Comelec Spokesperson James Jimenez na fake news ang sabi-sabing ito. #PHVote #WeDecide [LINK],['1451201770303070212'],2
Pacquiao welcomes unity talks initiated by 1Sambayan for Eleksyon 2022 [LINK] [LINK],['1441402363537887243'],2
Utter Pradesh Election 2022 Owaisi VS Munawwar Rana Sumaya Rana Join. [LINK] via @YouTube,['1481740741688897540'],2
"Mga katangian ng mga kandidatong dapat iboto sa Halalan 2022 Dapat pinananahanan ng Espiritu ng Diyos May kakayahan upang mamuno Galit sa tiwaling pera One Vote TV- 10th Episode, Isang Boto Ko TV, 13 October 2021 [LINK] via @YouTube [LINK]",['1448134812267466764'],2
"Desisyon kung lehitimo ang presidential bid ni Sen. Manny Pacquiao sa ilalim ng PDP-Laban, ipinauubaya ng Malakanyang sa COMELEC #Breaktime #DZRHNationwide",['1439875722810589186'],2
"sabi ko lang naman accdg to Comelec, 56 yung youth sa local votes, so wag sayangin ng kabataan and vote wisely. Kasi andami kong kilala na tinatamad bumoto sa May 9. bakit galit na galit yung BBM. supporters.",['1519919805545205760'],2
Handa si Vice President Leni Robredo na kalabanin ang pambato ng administrasyon sa Halalan 2022 kung siya umano ang ieendorsong presidential candidate ng nagkaisang oposisyon. [LINK],['1439746893840408578'],2
Roque on Sen. Pacquiao's declaration of presidential bid Karapatan niyang tumakbo sa eleksyon. Di ko lang alam ano desisyon ng Comelec kung sino pwede magdala ng pangalan ng PDP-Laban. [LINK],['1439816542678515712'],2
"@OsuAims @MoonzyCCG Parang vice presidential election leni vs bong bong, natulog ng sya ang una pag gising pangalawa na bigla",['1517767849120792576'],2
"@Xtian Odinson29 sir, makakarug keng tutu man. Importante talaga next election. Alam muba if pwede magdonate HQ ng VP Leni sa San Fernando, sir?",['1471862771205611527'],2
Ang pangyayaring ito ay nagpakita ng galit ng mga Pilipinong nais iwaksi ang panunupil. Nag-ugat ang pangyayaring ito sa pagkamatay ng bayaning si Ninoy Aquino at sa nangyaring dagliang halalan o snap election kung saan idineklarang panalo si Marcos.,['1497097792614899718'],2
@MamaHopia Ang sinabi ni Lito Atienza backhand index pointing down light skin tone [LINK],['1449636242363142149'],2
"@jstranzhur Ako honestly, never ko syang naexperience. Siguro kasi lagi akong mukhang galit pag nagpupunta ng voting precint pag eleksyon.",['1452940707035955207'],2
BREAKING Sen. Manny Pacquiao nominado n standard bearer ng PDP-Laban sa 2022 election. [LINK],['1439507446699945990'],2
@sungchan13 Wala namang election sa Korea saeng. Mga students ko nag cancel na lang bigla lahat,['1522055984432132098'],2
hundred points Tarpaulin Online hundred points Digital Printing Mura! Mabilis! Maganda! anger symbol Election Tarpaulin telephone Smart 0999-660-0457 telephone Globe 0997-603-8152 #tarpaulinprinting #election2022 #comelec #president #vicepresident #bongbong #leni #pacquiao #lacson #bonggo #isko #sarah [LINK],['1471158767148363778'],2
"BBM-Sara, nanguna sa Pulse Asia Survey para sa election 2022 [LINK] via @RMNNetworks",['1473559387192979456'],2
"meron akong friend na chinat ko bigla, i was asking kung ngayon ang halalan 2022, sino iboboto mo pres? solid bbm daw sya before, pero nung nagbasa sya at nanood ng mga documentaries from good sources, nabago daw ang pananaw nya. kaya isa na siyang kakampink ngayon.",['1503735544794456067'],2
Inanyayahan ni Presidential Aspirant Manny Pacquiao ang kaniyang kapwa kandidato na tatakbo sa eleksyon na magtulungan para sa mga Pilipinong nasalanta ng Bagyong #OdettePH. Tumugon dito si VP Leni Robredo ayon sa kanilang tweets. via Eloisa Vergara Photo Manny Paquiao Twitter [LINK],['1471665015090716676'],2
"Recently ranked 19th Last General Election. Now, She's part of MNL48's 7th Single""No Way Man""She's also in 365 Araw ng Eroplanong Papel High Tension Umiindak na Saya BINGO! Igai ni Mango Gingham Check Green Flash Sampung Taon ng Sakura c diankatsu [LINK]",['1515535554292895745'],2
@nurseflamingo Haha ang tagal pa ng election ang tagal pa ng laban sa mga ganyang bigla na lang lalabas sa notifs haha,['1448910411667939331'],2
"@senseknockr3435 @superwondergel @jamelaaisha Sige, palitan natin ng nasa profile mo. IF Mayor MORENO wins the election, mali pa bang masasabi na pag usapan ang kapayapaan between government at ng militistang grupo? Galit ka kasi si VP leni ang ginamit na halimbawa. Hindi dahil sa usaping pangkapayapaan",['1517963330593320960'],2
"Paghuhulihin sila nung lockdown. Pagkatapos makinig sa kanila ako naman ang nagpaliwanag kung bakit hindi dapat iboto yung anak ng magnanakaw. Sabi nung Marcos supporter""malayo-layo pa naman ang eleksyon""baka magbago pa ang isip, pero sa ngayon BBM kami.",['1463645411105972225'],2
"Para sa kinabukasan ng bansa ang darating na #Halalan2022, ayon kay Vice President Leni Robredo, lalo aniya't maraming taon nang nababalot ng takot ang mga ordinaryong mamamayan. BASAHIN [LINK] [LINK]",['1446709510576304129'],2
Mayor Isko Moreno tatakbong pangulo sa 2022 election Dr. Willie Ong bilang VP nito [LINK] via @bomboradyonews,['1440337924667498508'],2
"Takot sila dahil sa darating na halalan ay mga kabataan ang bobo na mulat sa nangyayari sa pandemya, says Manuel. #BilangPilipino2022 #Elections2022 Follow our live updates here [LINK]",['1445981838485323776'],2
"@tomicapacible hi! pls educate me more po, naguguluhan po ako kung leni ba or bbm tired face don't wanna receive hate comments po as starting pa lang po ako mag-vote this coming election",['1452239296069451787'],2
@itosilolo Akala ng mga dds bbm's ganun ganon lang ang pagboto sa magiging pangulo ng bansa natin. Nakasalalay ang future ng mga kabataan at ng mga naghihirap nating kababayan sa halalan na ito. Buti sana kung sila lng ang naninirahan dito sa Pilipinas kahit maglabolabo pa sila ok lang.,['1462992784215142400'],2
"Expect na natin na uulan ng pera sa election. Sa amin ang mga kabataan may mga slogan na.""Tanggapin ang pera, iboto ang konsensiya""Reason nila kung di daw nila tatanggapin, ibibigay din naman daw yun sa iba. Tatanggapin nila pera ng mga DDS local candidate pero Leni sila.",['1437219945817935873'],2
"Takot tayong manakawan, pero tuwing eleksyon ay may ibinoboto tayong magnanakaw. -Ping Lacson",['1489409422069694465'],2
May nalang naay wifi diri comelec bay,['1495936135977177091'],2
"Mas mabuti pa yung hayop, marunong kumilala kung lalaki-lalaki o babae-babae. Kung lalaki sa lalaki o babae sa babae, e mas masahol pa sa hayop ang tao, Pacquiao said in an interview for Bilang Pilipino the election coverage of TV5 and The STAR.",['1439915918474170375'],2
"UP Election 2022 Owaisi attacks Akhilesh after Mukhiya Gurjar joins SP, says'Sanghi become secular BT NEWS Video [LINK] @Akhtaruliman5 @asadowaisi @BhimArmyChief @imshaukatali @aimimupofficial @msajjadnomani @pathan sumaya @babapawanrao [LINK]",['1484817697867059203'],2
Aling paksyon nga kaya ng PDP-Laban ang kikilalanin ng Comelec? Ang grupong suportado ni Pangulong Duterte o ang pinamumunuan ni Sen. Manny Pacquiao na nagdeklara nang tatakbo sa pagkapangulo sa #Halalan2022? [LINK],['1439918763554443277'],2
@rheledrada @LeniRobredo1997 Mali ba ako? Bakit si BBM ang inendorse nila last election?,['1452502330365018117'],2
Nanawagan si Vice President Leni Robredo sa Commission on Elections Comelec na palawigin ng isa pang buwan ang registration ng mga botante para sa Halalan 2022. [LINK] #NewsKoNews @lenirobredo [LINK],['1439688245479096320'],2
"Ang antag naman nung attendance check pagdating sa rallies kasi a. May mga quarantine kaya may mga di nakakadalo. b. takot and other personal reasons, or c. ngayong eleksyon pa lang nagsisimula ang kamulatan sa social issues at political participation. [LINK]",['1509367857318359051'],2
@argent yan You win election by getting the most votes. Ok din po si Binay kasi from Makati sya also balwarte nya din Isabela. Si Sam naman is at least may exposure na last senate election. From mindanao sya Zubiri. Aim for wider coverage dapat si VP Leni.,['1450430189637300228'],2
"May suprise? Pacquiao, may plot twist sa plano sa palarating na halalan Panoorin [LINK] #BalitangSaPol #PolitikoLive [LINK]",['1459054603417227266'],2
"during usc election szn""pwede po mag-campaign?""tapos 12 mahigit silang papasok bigla [LINK]",['1451155677175431171'],2
@VMariners @JohnRexEndeno @cantstopja @ks mamabear @jabjimenez @COMELEC @lawyersforleni @barrygutierrez3 @bamaquino natalo nayan ni leni isa sa mga villafuerte sa 3rd district landslide. 2013-2016 congresswoman sya. Kaya malaki tlaga galit nila kay leni. And bali bali dati na kung hindi tumakbo si leni as president. Tatakbo sya as governor sa camsur grinning face with sweat,['1512448219191857152'],2
Tinawag ni Senador Ping Lacson na calamity politics ang naging panawagan ni Senador Emmanuel Pacquiao sa mga kapwa niya kandidato na magtulungan upang maayudahan ang mga biktima ng bagyong Odette. Read full article here [LINK] #KabataanSaHalalan #Eleksyon2022 [LINK],['1472099314272899072'],2
BREAKING Isko Moreno to run for president in 2022 eleksyon na talaga! [LINK],['1440267335135207429'],2
Ronilo Update Tiktok Reaction #election #bbm #lenirobredo #dds [LINK] via @YouTube,['1463434268676276224'],2
"Ping Lacson Let me share with you the unfortunate reality. Lahat tayo takot manakawan. Ngunit tuwing eleksyon naman, may mga binoboto tayong mga magnanakaw. #kbpforum",['1489503667585576962'],2
"Honestly itong election ng pagkapangulo ngayon ang di ko alam kung sino mananalo, its either leni or bbm kasi ung labanan, unlike nung past election, sure na agad kung sino mananalo campaign period pa lang but now di ko talaga alam. Goodluck Filipinos, be wise! #bbm #LetLeniLead",['1474079091485978624'],2
Try niyo mga Isko at Iska green heart red heart [LINK],['1450764995147436033'],2
"gayong ngayon pa lang, sa slate ni VP, e litaw na ang kompromiso at pamamadrino sa mga n sa poder? Hindi mula sa paghusga sa karakter ni VP Leni ang analisis ni Ka Leody kundi sa kasaysayan at katotohanan ng halalan sa Pilipinas, mula""daang matuwid""at""Erap para sa mahirap"".",['1449419592338599936'],2
@LakasNgTimog Hindi na ako magtataka kung magiging Pastor bigla si Manny pagkatapos ng eleksyon rolling on the floor laughing,['1487055921947811843'],2
Tuluyan na ngang binasag ni VP Leni Robredo ang katahimikan sa usap-usapang tatakbo siya bilang Presidente sa Halalan 2022. BASAHIN [LINK] [LINK],['1463419279361994755'],2
"Petisyon ng Ilocano group vs BBM candidacy, ini-raffle na sa COMELEC 2nd division - [LINK]",['1473071360238764034'],2
Sinabi ni presidential aspirant Vice President Leni Robredo na dapat gawing biglaan ang pagsasagawa ng drug test. Read full article here [LINK] #KabataanSaHalalan #Eleksyon2022 [LINK],['1463734192802611204'],2
Naglabas ng saloobin ang singer-actress na si Kuh Ledesma sa pagkatalo nina Vice President Leni Robredo at Sen. Kiko Pangilinan sa nakaraang halalan sa pamamagitan ng social media. [LINK],['1528643314798538752'],2
Galit si mama ko for today's video dahil sa election. shushing face,['1523930441191157761'],2
@LakasNgTimog Just thinking lang naman. Malayo sa katotohnaan naman yung DQ ni BBM kasi dapat noon pa nila ginawa yan. If BBM is cleared na with COMELEC baka mag-withdraw pa si BG to support BBM. Tapos ang boksing.,['1462700600542437380'],2
"@RyanLingo Fact#1--tinalo ni Leni c BBM sa pag ka bise. Kaya yun sinabi nyang""kahit anong formula na gamitin ay talo pa rin ay wickedly misleading. Dalwang beses nilampaso ni Leni c BBM-Vice President at BBM Election Protest. Take note kaalyado ni BBM c Digong.",['1474364054265344000'],2
Aminado si Sylvia Sanchez na may halong takot para sa kanyang ang pagtakbo ni Arjo Atayde bilang congressman sa District 1 ng Quezon City. [LINK] #TunayNaTabloidista #AbanteShowbiz @sylviasanchez a @AtaydeArjo [LINK],['1497119104125517828'],2
